,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
BMP2.1,5.00517873498061e-61,0.657988855192115,0.428,0.179,7.15990818038976e-57,lymphatic,BMP2
TINAGL1.2,6.02775397592709e-61,-0.715573808741138,0.348,0.57,8.6227020625637e-57,lymphatic,TINAGL1
EHBP1L1,6.80342896193935e-61,-0.716677809732038,0.022,0.208,9.73230513005424e-57,lymphatic,EHBP1L1
RAB3C.3,1.2856312406345e-60,-0.717178720000992,0.008,0.184,1.83909548972765e-56,lymphatic,RAB3C
GGA1,1.76110094091291e-60,0.495600655412087,0.379,0.149,2.51925489597592e-56,lymphatic,GGA1
ITGA5.2,2.13338194781032e-60,-0.417160514828428,0.632,0.71,3.05180287634267e-56,lymphatic,ITGA5
SNX10,2.47425797964621e-60,0.283582926588901,0.145,0.026,3.5394260398839e-56,lymphatic,SNX10
TMEM219,2.62277257443253e-60,-0.340381460781049,0.667,0.724,3.75187616772573e-56,lymphatic,TMEM219
LIMA1.1,3.37146081970884e-60,-0.679908336522123,0.253,0.435,4.82287470259349e-56,lymphatic,LIMA1
TRIP6,3.77553354308988e-60,0.496640868631382,0.353,0.135,5.40090073339007e-56,lymphatic,TRIP6
OSBP2,4.33039682715419e-60,0.298697410254625,0.107,0.007,6.19463266124407e-56,lymphatic,OSBP2
STC2.3,7.70248358324412e-60,-0.768559672980459,0.049,0.241,1.10184027658307e-55,lymphatic,STC2
F8.2,8.19061440995265e-60,0.698123000342665,0.295,0.09,1.17166739134373e-55,lymphatic,F8
NNMT.3,8.67528371674251e-60,0.410128455689996,0.909,0.715,1.24099933568002e-55,lymphatic,NNMT
QPCT.2,9.31544722812488e-60,-0.59864561906258,0.008,0.174,1.33257472598326e-55,lymphatic,QPCT
EGFL7,9.70526548492125e-60,0.353989132544634,0.916,0.805,1.38833822761799e-55,lymphatic,EGFL7
GNG11,1.00891427440746e-59,0.288967222210176,0.976,0.942,1.44325186953986e-55,lymphatic,GNG11
CPXM1,1.12240322017601e-59,0.320249749521465,0.119,0.011,1.60559780646178e-55,lymphatic,CPXM1
SLCO2B1,1.43754745353878e-59,0.611098060390344,0.246,0.064,2.05641163228723e-55,lymphatic,SLCO2B1
ACADS,1.8694888596556e-59,0.453887858548546,0.241,0.066,2.67430381373734e-55,lymphatic,ACADS
PRELID1.1,2.25374067734568e-59,0.467611229238838,0.835,0.652,3.22397603894299e-55,lymphatic,PRELID1
PTGFRN,2.56657464468931e-59,0.421676282248001,0.219,0.053,3.67148502922806e-55,lymphatic,PTGFRN
ARHGEF15.1,3.34641627185661e-59,-0.708634914317924,0.165,0.352,4.78704847689088e-55,lymphatic,ARHGEF15
EDEM2,3.97965016863347e-59,0.549715919270194,0.415,0.171,5.69288956623017e-55,lymphatic,EDEM2
EFNB1.2,4.6545931302574e-59,-0.691420841259876,0.018,0.191,6.6583954728332e-55,lymphatic,EFNB1
BMP2K.1,5.62739665606234e-59,0.503213727168544,0.298,0.098,8.04999091649717e-55,lymphatic,BMP2K
COL18A1.2,6.75255430328092e-59,-0.415148928603016,0.585,0.666,9.65952893084335e-55,lymphatic,COL18A1
GLIS3,6.98786833272507e-59,0.450332241621376,0.266,0.081,9.99614564996321e-55,lymphatic,GLIS3
RDX.1,7.39654038983875e-59,-0.487235368565116,0.585,0.689,1.05807510276643e-54,lymphatic,RDX
FBLN7,1.22660745391267e-58,0.491118025128175,0.235,0.06,1.75466196282207e-54,lymphatic,FBLN7
JAM3.2,1.37549640782291e-58,-0.704811930531498,0.04,0.231,1.96764761139067e-54,lymphatic,JAM3
ST8SIA4.2,1.79940407381717e-58,-0.764117326428077,0.091,0.298,2.57404752759546e-54,lymphatic,ST8SIA4
PCDH17.3,1.91416885532537e-58,-0.673778375519763,0.422,0.638,2.73821854754295e-54,lymphatic,PCDH17
ARRDC4,2.01239768280678e-58,0.38256592896786,0.129,0.014,2.8787348852551e-54,lymphatic,ARRDC4
SV2B,3.36486617859862e-58,0.344847665642142,0.122,0.012,4.81344106848533e-54,lymphatic,SV2B
PDE4B.2,3.65019585216057e-58,0.600897702060333,0.482,0.223,5.2216051665157e-54,lymphatic,PDE4B
PCGF2,4.31569327720074e-58,-0.61015615738026,0.246,0.393,6.17359923303565e-54,lymphatic,PCGF2
HOXD10,5.74618106481942e-58,0.505810603545116,0.193,0.04,8.21991201322417e-54,lymphatic,HOXD10
ZFP36.2,7.46981040802937e-58,-0.315325672281044,0.878,0.954,1.0685563788686e-53,lymphatic,ZFP36
ARRDC3,7.95078147660805e-58,-0.710604135570829,0.281,0.494,1.13735929022878e-53,lymphatic,ARRDC3
PIK3C2A,9.37218328526988e-58,-0.632919255774158,0.307,0.486,1.34069081895786e-53,lymphatic,PIK3C2A
ATP1B3.2,1.7046447668985e-57,-0.360270038524073,0.631,0.676,2.4384943390483e-53,lymphatic,ATP1B3
UBE2L6,1.85723821758806e-57,0.560618355036006,0.702,0.442,2.65677927025972e-53,lymphatic,UBE2L6
DLG1,4.11430060205303e-57,0.52867977311494,0.343,0.129,5.88550701123686e-53,lymphatic,DLG1
PLOD1.3,4.47858473763225e-57,-0.60630783901371,0.214,0.364,6.40661546718293e-53,lymphatic,PLOD1
RAB11A.1,4.58232255453217e-57,0.327257891735133,0.955,0.862,6.55501241425827e-53,lymphatic,RAB11A
PREX2.1,4.69627995770445e-57,-0.68661184289507,0.269,0.471,6.71802847949621e-53,lymphatic,PREX2
C12orf57.1,7.10498364128979e-57,0.467412289900522,0.869,0.662,1.0163679098865e-52,lymphatic,C12orf57
CDA.2,7.52138967558964e-57,-0.745330486837137,0.082,0.28,1.0759347930931e-52,lymphatic,CDA
ITGA9.2,8.52212407595995e-57,0.497773680055859,0.366,0.144,1.21908984906607e-52,lymphatic,ITGA9
GRAMD1A,1.35254771672298e-56,-0.487413503954823,0.445,0.55,1.93481950877222e-52,lymphatic,GRAMD1A
LIFR.3,1.59279108161945e-56,-0.921102495713344,0.123,0.305,2.27848764225663e-52,lymphatic,LIFR
RAB31.2,1.73868522577141e-56,0.531835272992404,0.577,0.304,2.487189215466e-52,lymphatic,RAB31
LAMB1.2,1.86074829803598e-56,-0.492040134645367,0.482,0.582,2.66180044034048e-52,lymphatic,LAMB1
NDST1.3,3.04899651611764e-56,-0.632939997130846,0.201,0.362,4.36158951630628e-52,lymphatic,NDST1
SAV1,3.65748499705763e-56,-0.736311724641794,0.158,0.36,5.23203228829094e-52,lymphatic,SAV1
IVNS1ABP.3,5.60210814699147e-56,-0.581058678229857,0.39,0.506,8.0138157042713e-52,lymphatic,IVNS1ABP
GNB5,7.03078384443431e-56,0.495340370664415,0.276,0.085,1.00575362894633e-51,lymphatic,GNB5
NLRP1,8.0419202649738e-56,-0.690669575591631,0.03,0.216,1.1503966939045e-51,lymphatic,NLRP1
SCARB2,1.98510623069408e-55,0.563575423417245,0.684,0.426,2.83969446300788e-51,lymphatic,SCARB2
KANK3.1,2.13120275330634e-55,0.534401006811399,0.642,0.381,3.04868553860472e-51,lymphatic,KANK3
SPNS2.1,2.19956810832434e-55,-0.710471968190085,0.11,0.338,3.14648217895797e-51,lymphatic,SPNS2
KHDRBS3,2.65738889539341e-55,0.393938084458875,0.128,0.015,3.80139481486028e-51,lymphatic,KHDRBS3
IL6.3,2.87259022119878e-55,-1.03333053588552,0.077,0.206,4.10924031142486e-51,lymphatic,IL6
GBP4,2.94918772875815e-55,-0.750636664723122,0.206,0.433,4.21881304598853e-51,lymphatic,GBP4
B3GNT8,3.01300810966375e-55,0.274159944288236,0.1,0.008,4.31010810087399e-51,lymphatic,B3GNT8
CDKL1,3.24834121096184e-55,0.342613492757405,0.102,0.008,4.64675210228091e-51,lymphatic,CDKL1
MRPL33.1,4.76008749359414e-55,-0.388308592520253,0.617,0.678,6.80930515958642e-51,lymphatic,MRPL33
PDE7B.1,5.51701156643295e-55,0.501262494223068,0.295,0.102,7.89208504578234e-51,lymphatic,PDE7B
MYL9.1,5.73424014647753e-55,-0.714550109776551,0.23,0.393,8.20283052953611e-51,lymphatic,MYL9
LSR.2,6.47989787141996e-55,-0.745260184603778,0.038,0.222,9.26949390506626e-51,lymphatic,LSR
GPSM3,7.6107451211344e-55,0.506538324040053,0.341,0.125,1.08871708957828e-50,lymphatic,GPSM3
WASF3,8.3282024048127e-55,0.368881734562603,0.174,0.038,1.19134935400846e-50,lymphatic,WASF3
KLF9.2,9.46312663002236e-55,-0.674368660458499,0.297,0.467,1.3537002644247e-50,lymphatic,KLF9
SPINT2,9.86390143064857e-55,0.289386301905967,0.113,0.013,1.41103109965428e-50,lymphatic,SPINT2
CYSLTR1.3,9.91043103316323e-55,-0.615209301765297,0,0.141,1.417687159294e-50,lymphatic,CYSLTR1
ERICH1,1.11451117872784e-54,0.528468043723702,0.585,0.327,1.59430824117018e-50,lymphatic,ERICH1
PTPRM.1,1.36399913683146e-54,-0.634241530586108,0.312,0.483,1.95120076523741e-50,lymphatic,PTPRM
AFAP1L1.2,1.89383451603855e-54,0.54404142983716,0.583,0.313,2.70913027519315e-50,lymphatic,AFAP1L1
CCL23.3,2.02061311328485e-54,-0.831690825148582,0.002,0.15,2.89048705855398e-50,lymphatic,CCL23
PLSCR1.2,2.35883171384568e-54,-0.410268901528216,0.639,0.712,3.37430876665624e-50,lymphatic,PLSCR1
FAM200B,3.28898251629908e-54,0.514317930428258,0.453,0.211,4.70488948956583e-50,lymphatic,FAM200B
ITSN1,3.62868261817191e-54,0.455529164057191,0.307,0.113,5.19083048529492e-50,lymphatic,ITSN1
TMEM50A,3.71379218794579e-54,0.383451176504509,0.909,0.773,5.31257972485645e-50,lymphatic,TMEM50A
MPP1.1,3.86670019224504e-54,0.48919176128598,0.365,0.147,5.53131462500653e-50,lymphatic,MPP1
NUDT4.3,4.10765837093222e-54,0.612114648544483,0.55,0.33,5.87600529961854e-50,lymphatic,NUDT4
FZD4,4.34156622219942e-54,-0.668154700362719,0.262,0.446,6.21061048085627e-50,lymphatic,FZD4
PRKCA,5.03738242352733e-54,0.331029698866598,0.112,0.011,7.20597555685584e-50,lymphatic,PRKCA
HTRA1.2,5.62436917989936e-54,-0.464284222324125,0.54,0.64,8.04566011184603e-50,lymphatic,HTRA1
THEM6.1,6.12993990144995e-54,0.525599063064665,0.327,0.118,8.76887902902415e-50,lymphatic,THEM6
NPC2.3,6.89012127255699e-54,-0.339220711709344,0.794,0.801,9.85631848039278e-50,lymphatic,NPC2
SMTN.1,1.19390995335495e-53,0.555289652860143,0.372,0.163,1.70788818827426e-49,lymphatic,SMTN
BLCAP,1.28347482129698e-53,0.570217680101155,0.448,0.206,1.83601073186534e-49,lymphatic,BLCAP
ARG2,1.36824450380078e-53,0.503142064434377,0.314,0.112,1.95727376268701e-49,lymphatic,ARG2
OAZ1,1.45689276143717e-53,0.297929538514248,0.932,0.863,2.08408509523587e-49,lymphatic,OAZ1
IQGAP1,1.88858227392003e-53,-0.446655142893948,0.519,0.627,2.7016169428426e-49,lymphatic,IQGAP1
CTHRC1.3,2.98044249728978e-53,0.559735256959534,0.728,0.48,4.26352299237304e-49,lymphatic,CTHRC1
ADGRE5,3.30452906010714e-53,0.426690878421747,0.181,0.037,4.72712882048326e-49,lymphatic,ADGRE5
FAM126A,3.89658382105115e-53,0.52789380220629,0.384,0.162,5.57406315601367e-49,lymphatic,FAM126A
TLE1.1,4.69368123648928e-53,0.409533110158648,0.259,0.087,6.71431100879792e-49,lymphatic,TLE1
CA2.3,5.37475578802204e-53,-0.842305820312048,0.026,0.192,7.68858815476552e-49,lymphatic,CA2
PROCR.1,5.40975304537058e-53,0.446910839358956,0.528,0.365,7.73865173140262e-49,lymphatic,PROCR
RCAN1.2,7.91239298571168e-53,-0.584379540106541,0.481,0.664,1.13186781660606e-48,lymphatic,RCAN1
ALDH4A1,9.27620949701085e-53,0.339512546158231,0.144,0.022,1.3269617685474e-48,lymphatic,ALDH4A1
RAPGEF1.3,9.82442541837151e-53,-0.701871052158549,0.071,0.259,1.40538405609804e-48,lymphatic,RAPGEF1
MYRIP.3,1.07720787475358e-52,-0.646471474084022,0.003,0.15,1.54094586483499e-48,lymphatic,MYRIP
COQ2,1.10889444482227e-52,0.437801633752968,0.266,0.086,1.58627350331826e-48,lymphatic,COQ2
TRAPPC6A.1,1.36531832361874e-52,0.471734672356077,0.397,0.183,1.9530878619366e-48,lymphatic,TRAPPC6A
TMEM47.1,2.39159340219649e-52,-0.62886968793451,0.01,0.167,3.42117436184208e-48,lymphatic,TMEM47
S100A16,2.67024912901445e-52,0.382484156233181,0.872,0.74,3.81979137905518e-48,lymphatic,S100A16
SH3GL1.3,2.74701942160783e-52,0.572773348761538,0.524,0.268,3.92961128261001e-48,lymphatic,SH3GL1
CDC37,3.38800877562662e-52,-0.278947244781894,0.864,0.907,4.84654655353389e-48,lymphatic,CDC37
B3GNT5.1,3.68625448530244e-52,0.443276951788506,0.405,0.185,5.27318704122515e-48,lymphatic,B3GNT5
NDUFS7.1,3.80378550481226e-52,0.491753542477312,0.768,0.544,5.44131516463394e-48,lymphatic,NDUFS7
KITLG,5.49991470223371e-52,-0.698293072049538,0.025,0.187,7.86762798154533e-48,lymphatic,KITLG
SLC27A3.1,8.93951053329437e-52,0.574735642361099,0.384,0.168,1.27879698178776e-47,lymphatic,SLC27A3
COMT.2,1.06603571890274e-51,0.478935562655629,0.791,0.579,1.52496409589037e-47,lymphatic,COMT
MGLL.2,1.12250298431914e-51,-0.54592095924429,0.389,0.521,1.60574051906854e-47,lymphatic,MGLL
POLR2L,1.2905234166407e-51,0.393676642377242,0.903,0.767,1.84609374750452e-47,lymphatic,POLR2L
ZFHX3.2,1.35699742594611e-51,0.546398375084572,0.463,0.222,1.94118481781591e-47,lymphatic,ZFHX3
STK32B,1.89327561708775e-51,0.422719281785648,0.17,0.034,2.70833077024402e-47,lymphatic,STK32B
MMP15.2,2.79695347550325e-51,-0.586953962067433,0.01,0.167,4.0010419467074e-47,lymphatic,MMP15
CFAP20.2,2.9379403174595e-51,-0.533241864251331,0.299,0.4,4.20272362412582e-47,lymphatic,CFAP20
NUCB2,3.2635869121135e-51,-0.527894397853344,0.356,0.507,4.66856107777837e-47,lymphatic,NUCB2
MAGED1.3,3.82225576835228e-51,0.576748387956004,0.507,0.26,5.46773687662794e-47,lymphatic,MAGED1
MXD3,3.83716274563205e-51,0.287363585567069,0.109,0.012,5.48906130762665e-47,lymphatic,MXD3
SLC7A1,3.99974226256437e-51,0.500758708182067,0.329,0.13,5.72163130659833e-47,lymphatic,SLC7A1
ANXA5,4.18588169563462e-51,0.333199207814762,0.926,0.821,5.98790376560532e-47,lymphatic,ANXA5
DNAJC12.1,4.35186021348085e-51,0.393374744570714,0.183,0.043,6.22533603538436e-47,lymphatic,DNAJC12
NFATC1,4.5166535242277e-51,0.608386396331294,0.521,0.291,6.46107286640773e-47,lymphatic,NFATC1
FBLN2.3,4.57744892655026e-51,-0.886761871409601,0.032,0.199,6.54804068943015e-47,lymphatic,FBLN2
HLX.2,4.61607414709203e-51,-0.688383878548041,0.052,0.23,6.60329406741515e-47,lymphatic,HLX
TUBB.1,5.16965473189823e-51,0.330281364890896,0.926,0.834,7.39519109398041e-47,lymphatic,TUBB
CCNDBP1,6.62360375707322e-51,0.484313457683905,0.415,0.192,9.47506517449324e-47,lymphatic,CCNDBP1
PDGFA.2,1.01536422164511e-50,0.457403293095437,0.291,0.105,1.45247851906334e-46,lymphatic,PDGFA
AP1S2.1,1.32246491967923e-50,-0.501327952969174,0.389,0.518,1.89178606760114e-46,lymphatic,AP1S2
DOCK8,1.42015227347436e-50,0.401209988991605,0.178,0.04,2.03152782720507e-46,lymphatic,DOCK8
CYP1B1.2,2.66492378291584e-50,-1.00768242654407,0.052,0.239,3.81217347146111e-46,lymphatic,CYP1B1
ADAM10.1,4.37640938869014e-50,0.51613643156688,0.694,0.455,6.26045363052125e-46,lymphatic,ADAM10
CEBPD.3,4.43716897105893e-50,0.27669040035855,0.67,0.441,6.3473702130998e-46,lymphatic,CEBPD
TEK,4.56740349628434e-50,-0.645929688923223,0.237,0.433,6.53367070143475e-46,lymphatic,TEK
C17orf58,4.82896038471498e-50,0.43059233806115,0.242,0.075,6.90782783033478e-46,lymphatic,C17orf58
EVA1A,8.13877295901036e-50,0.315725724385292,0.155,0.031,1.16425147178643e-45,lymphatic,EVA1A
FAM229B,1.21452697489474e-49,0.423873870450099,0.28,0.098,1.73738083758693e-45,lymphatic,FAM229B
OLFM1.3,1.35990293861593e-49,-0.784834204533281,0.158,0.331,1.94534115369009e-45,lymphatic,OLFM1
ALDH2.2,1.3887222708284e-49,0.483878862888587,0.549,0.347,1.98656720842003e-45,lymphatic,ALDH2
ASB9,1.84637442161186e-49,-0.542456000378025,0.009,0.16,2.64123861011576e-45,lymphatic,ASB9
PMVK.1,1.90090718314634e-49,0.488079177071072,0.372,0.164,2.71924772549085e-45,lymphatic,PMVK
CCT5,2.16343115489373e-49,0.485543304177372,0.735,0.522,3.09478826707549e-45,lymphatic,CCT5
TCF4,2.20950045766144e-49,-0.295762915340045,0.852,0.92,3.16069040468469e-45,lymphatic,TCF4
PGAP2,2.53640830323226e-49,0.367830140725394,0.232,0.075,3.62833207777374e-45,lymphatic,PGAP2
CEBPB,4.03939119836262e-49,0.579657133094227,0.337,0.133,5.77834910925773e-45,lymphatic,CEBPB
NES.2,5.20116928501948e-49,-0.724050744810505,0.113,0.259,7.44027266222037e-45,lymphatic,NES
ABCG2.3,7.85031031132076e-49,-0.657008010937903,0.021,0.157,1.12298689003443e-44,lymphatic,ABCG2
BMX.2,8.56589299857004e-49,0.470461169956452,0.273,0.099,1.22535099344544e-44,lymphatic,BMX
SULF2,1.23994663482785e-48,0.517448206680732,0.675,0.42,1.77374366112124e-44,lymphatic,SULF2
STAT3,1.27878775971114e-48,-0.34378391895697,0.724,0.793,1.82930589026678e-44,lymphatic,STAT3
IKBKE,1.4415857199352e-48,0.252448573531698,0.116,0.016,2.0621883723673e-44,lymphatic,IKBKE
SERPINB9,1.44305849025519e-48,0.46339293245183,0.442,0.215,2.06429517031004e-44,lymphatic,SERPINB9
YPEL2.1,1.46972185577165e-48,-0.566005261986173,0.379,0.528,2.10243711468134e-44,lymphatic,YPEL2
ISG20.1,1.49034414471153e-48,0.590937600597227,0.474,0.233,2.13193729900984e-44,lymphatic,ISG20
TXNRD2,1.5123155087668e-48,0.498989562616536,0.267,0.091,2.1633673352909e-44,lymphatic,TXNRD2
HIF1A.1,3.43401322260239e-48,-0.402803255419422,0.647,0.74,4.91235591493272e-44,lymphatic,HIF1A
RGS16.2,3.60456847395021e-48,0.519052655803073,0.788,0.549,5.15633520198578e-44,lymphatic,RGS16
RAC3,3.68877507162517e-48,0.251699159850564,0.11,0.014,5.27679273995981e-44,lymphatic,RAC3
HLA-DQA2.3,4.70130975623648e-48,-0.621788242526075,0.002,0.131,6.72522360629629e-44,lymphatic,HLA-DQA2
RASGRP3.3,4.75521864869138e-48,0.381680345557463,0.577,0.356,6.80234027695303e-44,lymphatic,RASGRP3
FLNA.2,4.76458290579085e-48,-0.407203757664937,0.555,0.643,6.81573584673381e-44,lymphatic,FLNA
SNCAIP,5.02059218367612e-48,0.361641507979431,0.139,0.023,7.18195711874869e-44,lymphatic,SNCAIP
RCAN2.3,7.04881940167481e-48,-0.576829150650273,0.013,0.153,1.00833361540958e-43,lymphatic,RCAN2
HIPK3.3,7.40078832040371e-48,-0.634675479659839,0.297,0.457,1.05868276923375e-43,lymphatic,HIPK3
ADAMTSL2.2,7.78816997861093e-48,-0.656150930224244,0.021,0.181,1.11409771544029e-43,lymphatic,ADAMTSL2
ORAI1.1,8.06072524898318e-48,-0.639643909429628,0.119,0.294,1.15308674686704e-43,lymphatic,ORAI1
CFL2,8.74445746927306e-48,0.502869405202946,0.475,0.237,1.25089464097951e-43,lymphatic,CFL2
MRPL14,9.41490516435202e-48,0.49233219634984,0.55,0.301,1.34680218376056e-43,lymphatic,MRPL14
INSIG2,1.16239780469408e-47,0.450193473065092,0.234,0.069,1.66281005961488e-43,lymphatic,INSIG2
SOX7.2,1.22415017661773e-47,-0.748230658962932,0.209,0.398,1.75114682765167e-43,lymphatic,SOX7
CCNI.1,1.37352897562304e-47,-0.256145930163241,0.812,0.846,1.96483319962876e-43,lymphatic,CCNI
UROS,1.89202634106708e-47,0.464061977359845,0.384,0.169,2.70654368089645e-43,lymphatic,UROS
IER3.3,2.10856730734979e-47,-0.520058512125268,0.666,0.756,3.01630553316388e-43,lymphatic,IER3
P3H2,2.45359325273997e-47,0.492704555477601,0.236,0.076,3.50986514804452e-43,lymphatic,P3H2
TUBA1A.1,2.46420101869021e-47,0.405523795423186,0.86,0.752,3.52503955723635e-43,lymphatic,TUBA1A
FCN3.3,3.0224427884391e-47,-0.604439595074997,0,0.123,4.32360440886213e-43,lymphatic,FCN3
C2CD4B.3,4.14882756548442e-47,-0.66238495672113,0.282,0.43,5.93489783242546e-43,lymphatic,C2CD4B
TACR1.2,5.14731371077978e-47,-0.62243050410564,0.005,0.137,7.36323226327048e-43,lymphatic,TACR1
NT5C.1,5.48205921145927e-47,0.461328531176832,0.409,0.195,7.84208570199248e-43,lymphatic,NT5C
BICD1,6.44800899734804e-47,0.463188913435543,0.316,0.123,9.22387687070637e-43,lymphatic,BICD1
SMAGP.1,8.41815757346907e-47,0.498834166452765,0.581,0.332,1.20421744088475e-42,lymphatic,SMAGP
DST.1,1.09495067464166e-46,0.504479093978846,0.532,0.296,1.56632694007489e-42,lymphatic,DST
ZMYND8,1.49829538782885e-46,0.441977486254325,0.266,0.093,2.14331155228916e-42,lymphatic,ZMYND8
RHBDD2,1.68881657535548e-46,0.448495291118165,0.533,0.295,2.41585211104601e-42,lymphatic,RHBDD2
TNFRSF14,2.34029985882061e-46,0.514419958497061,0.618,0.366,3.34779894804288e-42,lymphatic,TNFRSF14
INHBB.1,2.45845488342202e-46,-0.663648347835293,0.029,0.185,3.5168197107352e-42,lymphatic,INHBB
AGTRAP,3.71005168197772e-46,0.508910625050079,0.568,0.319,5.30722893106913e-42,lymphatic,AGTRAP
TOR3A.1,3.95657757809497e-46,0.368122078562246,0.362,0.169,5.65988422546486e-42,lymphatic,TOR3A
UCK2.1,4.05536193359864e-46,-0.474438802425827,0.253,0.352,5.80119524601285e-42,lymphatic,UCK2
USP13,4.17089926372233e-46,0.468163835911243,0.297,0.118,5.9664713967548e-42,lymphatic,USP13
DSE,5.4877676611725e-46,0.341977594545805,0.16,0.035,7.85025163930726e-42,lymphatic,DSE
SNAI2,5.932991917655e-46,0.374372399975967,0.171,0.041,8.48714493820547e-42,lymphatic,SNAI2
LRRFIP1.2,7.23544029376506e-46,-0.33939514802195,0.702,0.784,1.03502973402309e-41,lymphatic,LRRFIP1
FHIT,8.31532730090695e-46,0.347132757256756,0.161,0.037,1.18950757039474e-41,lymphatic,FHIT
BAIAP2.2,1.11020311851818e-45,0.492056760126484,0.473,0.248,1.58814556104026e-41,lymphatic,BAIAP2
CD151.1,1.13260104333185e-45,0.325570728853087,0.932,0.828,1.62018579248621e-41,lymphatic,CD151
DPYSL2,1.1700261884942e-45,-0.473039313809344,0.345,0.476,1.67372246264096e-41,lymphatic,DPYSL2
PALD1.3,1.38620578048466e-45,0.475951568015884,0.293,0.116,1.98296736898331e-41,lymphatic,PALD1
PAQR8,1.59270825709365e-45,0.404093278518755,0.18,0.045,2.27836916177247e-41,lymphatic,PAQR8
RND3,1.69386206484506e-45,0.501802527189953,0.278,0.101,2.42306968376086e-41,lymphatic,RND3
STRADA,1.98124433708116e-45,0.291515182859379,0.205,0.069,2.83417002419459e-41,lymphatic,STRADA
ETS1.2,2.11793702589966e-45,-0.4196442517691,0.481,0.579,3.02970891554947e-41,lymphatic,ETS1
TBC1D8,2.25177608556484e-45,0.370384049800403,0.307,0.133,3.2211656904005e-41,lymphatic,TBC1D8
KLHL3.1,3.03817161929592e-45,0.401055878715137,0.265,0.098,4.34610450140281e-41,lymphatic,KLHL3
HAPLN1.3,3.21159114431288e-45,-0.734582431163691,0.001,0.124,4.59418113193957e-41,lymphatic,HAPLN1
ZDHHC12,4.47450675542323e-45,0.386417707395703,0.318,0.133,6.40078191363293e-41,lymphatic,ZDHHC12
ACKR3.1,4.50223562423717e-45,0.501185733383806,0.367,0.162,6.44044806047128e-41,lymphatic,ACKR3
PREX1.3,4.75415529848626e-45,-0.599042591262709,0.048,0.18,6.8008191544846e-41,lymphatic,PREX1
SLFN5,5.33717739120889e-45,-0.652728736524753,0.219,0.39,7.63483225812431e-41,lymphatic,SLFN5
MED10,6.7685578829445e-45,0.468290824647703,0.656,0.413,9.68242205155211e-41,lymphatic,MED10
SMARCA1,7.98535511131549e-45,0.41570965864256,0.301,0.123,1.14230504867368e-40,lymphatic,SMARCA1
SLC43A3,8.01926596610977e-45,0.461388217531181,0.48,0.253,1.147155996452e-40,lymphatic,SLC43A3
STX11.2,8.76461937870521e-45,0.27719691630338,0.244,0.105,1.25377880212378e-40,lymphatic,STX11
SLPI,9.18692507278678e-45,0.607892438167422,0.163,0.036,1.31418963166215e-40,lymphatic,SLPI
BNIP3L,9.62117618192527e-45,0.460026787123457,0.635,0.404,1.37630925282441e-40,lymphatic,BNIP3L
CD9.1,9.76535496731451e-45,0.326344656239504,0.911,0.86,1.39693402807434e-40,lymphatic,CD9
ANXA6.1,1.05727384213519e-44,-0.544806302646212,0.133,0.266,1.51243023117439e-40,lymphatic,ANXA6
FLYWCH2,1.08529681918348e-44,-0.486742944166023,0.277,0.397,1.55251709984197e-40,lymphatic,FLYWCH2
MARK1,1.39978618917191e-44,0.319043063368495,0.11,0.016,2.00239414361041e-40,lymphatic,MARK1
B9D1,1.67191570834822e-44,0.368377317685982,0.189,0.049,2.39167542079213e-40,lymphatic,B9D1
CREG1,2.2511430291678e-44,0.478239341730288,0.453,0.229,3.22026010322454e-40,lymphatic,CREG1
ITPKC.3,2.92070583468995e-44,-0.684192750349043,0.119,0.263,4.17806969652397e-40,lymphatic,ITPKC
CNKSR3.3,3.60711471184041e-44,0.379232678355286,0.61,0.376,5.15997759528771e-40,lymphatic,CNKSR3
KLF7.1,3.60946175895472e-44,-0.621624656949812,0.185,0.355,5.16333504618473e-40,lymphatic,KLF7
PACSIN2,3.63416017613427e-44,0.426926130666243,0.397,0.206,5.19866613196007e-40,lymphatic,PACSIN2
POR,3.6951530819575e-44,0.472632644576262,0.425,0.215,5.2859164837402e-40,lymphatic,POR
IKBIP.1,4.32916722236229e-44,-0.463062947270575,0.328,0.456,6.19287371158925e-40,lymphatic,IKBIP
SPSB1.1,4.69114625871661e-44,0.515917401322476,0.433,0.221,6.71068472309411e-40,lymphatic,SPSB1
SAT2.1,5.11195244400167e-44,0.462866152810784,0.652,0.405,7.31264797114439e-40,lymphatic,SAT2
PYGL,5.29885061645129e-44,0.330565942693019,0.165,0.041,7.58000580683357e-40,lymphatic,PYGL
DNAJB5,6.00842886902432e-44,0.335074039749205,0.136,0.025,8.59505749713928e-40,lymphatic,DNAJB5
TNFRSF10D,6.14990757862194e-44,-0.640475927617948,0.296,0.486,8.79744279121869e-40,lymphatic,TNFRSF10D
RAB3IL1,7.19863450943477e-44,0.425577325346901,0.148,0.029,1.02976466657464e-39,lymphatic,RAB3IL1
RAB8A,8.62772962242621e-44,0.394011367327374,0.453,0.241,1.23419672248807e-39,lymphatic,RAB8A
CNN3.3,1.05601366119799e-43,0.313400999043607,0.904,0.801,1.51062754234372e-39,lymphatic,CNN3
ABLIM1.2,1.25095538572905e-43,-0.524425302305415,0.327,0.452,1.78949167928541e-39,lymphatic,ABLIM1
MFSD10,1.76031204140662e-43,0.458554157143481,0.616,0.372,2.51812637523217e-39,lymphatic,MFSD10
